hashtags,dates,tweets,location,followers,fav,reply,retweet
congress,Thu Apr 24 11:08:11 +0000 2014,@vidyarthee 73rd and 74th Amendment in Constitution done by #Congress which is about Decentralising power to million hands. #WeVote4Congress,Haryana,9835,0,1,0
congress,Thu Apr 24 11:06:50 +0000 2014,@vidyarthee @IYC @nsui We #Congress people are working hard for the Solidarity of India. #Vate4Congress,Haryana,9835,0,0,0
rahulgandhi,Sat May 03 08:47:22 +0000 2014,"""@EconomicTimes: #RahulGandhi in Amethi: We want to give ATMs to poor people"" #ModernDayIdiot is what we call him",Haryana,688,0,0,0
rahulgandhi,Sun Apr 27 06:11:06 +0000 2014,"“@INCIndia: #RahulGandhi's massive rally in Bhavnagar, Gujarat, held yesterday http://t.co/bo2fFDgokI” @baisabikaner @arunmsk",Haryana,327,1,4,0
congress,Mon May 12 11:33:04 +0000 2014,"#BJP dig at #PM, says he was 'absent' in elections ..me: he is not absent but forbidden actually... And bcz of @INCIndia #Congress",Haryana,100,0,0,0
congress,Sun Apr 27 10:38:13 +0000 2014,"Ramdev's programmes banned in Lucknow, #Congress demands arrest, Me asking arrest #DamadShriVadra for #DamadGate #DamadShri #LandMafiaVadra",Haryana,100,0,0,0
rahulgandhi,Sun Apr 27 10:16:14 +0000 2014,"#RahulGandhi की रैली में कोई नहीं आता, केवल इसलिए कांग्रेस को लगता है कि बीजेपी की रैलियों की सारी भीड़ भाड़े की है- शाहनवाज हुसैन, बीजेपी।",Haryana,460,0,0,0
rahulgandhi,Sun Apr 27 07:43:43 +0000 2014,Tata Nano loan: HC order beats hollow #RahulGandhi’s #ToffeeModel charge on Modi http://t.co/3dZfMWCIIW,Haryana,52,0,0,0
congress,Tue May 06 11:25:45 +0000 2014,@NewsNationTV in #Congress #rahulgandhi being replaced by #priyankaInAmethi and #gandhi by #Vadra,Haryana,422,0,0,0
congress,Tue May 06 11:01:47 +0000 2014,@madhukishwar #rahulgandhi failed to understand the anatomy of #Congress and swayed by body contours @digvijaya_28,Haryana,422,0,0,0
rahulgandhi,Tue May 06 11:29:05 +0000 2014,@NewsNationTV #rahulgandhi needs de briefing after #2014votes,Haryana,422,0,0,0
rahulgandhi,Tue May 06 11:25:45 +0000 2014,@NewsNationTV in #Congress #rahulgandhi being replaced by #priyankaInAmethi and #gandhi by #Vadra,Haryana,422,0,0,0
rahulgandhi,Tue May 06 11:20:58 +0000 2014,@timesnow #India2014 #rahulgandhi bhaiya kuchh @digvijaya_28 ko bhi samjhao,Haryana,422,0,0,0
rahulgandhi,Tue May 06 11:18:48 +0000 2014,@timesofindia #rahulgandhi @timesnow watchman ko to badal sakte par #thefamily hi loote to kya kare,Haryana,422,1,0,0
rahulgandhi,Tue May 06 11:01:47 +0000 2014,@madhukishwar #rahulgandhi failed to understand the anatomy of #Congress and swayed by body contours @digvijaya_28,Haryana,422,0,0,0
congress,Sat May 03 10:16:06 +0000 2014,@newsxonline @narendramodi responsible 4 #Congress defeat Hand symbol of congress Tamam musibato ki jad yahi haath,Haryana,422,0,0,0
rahulgandhi,Mon May 12 08:33:12 +0000 2014,the poll Backops Services Private Ltd. is associated with on http://t.co/DIU69KhdOI #RahulGandhi  http://t.co/OMklOE66Mf via @itimestweets,Haryana,247,0,0,0
soniagandhi,Mon May 05 16:25:01 +0000 2014,"#RobertVadra अपनी नयी पार्टी बनाएंगे तो उनका सिंबल होगा ""इंची टेप"" 
#RahulGandhi #PriyankaGandhi #SoniaGandhi",Haryana,27,0,0,0
congress,Mon May 12 11:32:55 +0000 2014,"#BJP dig at #PM, says he was 'absent' in elections ..me: he is not absent but forbidden actually... And bcz of @INCIndia #Congress",Haryana,852,0,0,0
congress,Sun Apr 27 10:40:48 +0000 2014,@ALKAAGARWAL9 lolxxxx #Congress ka Moghli --- #DamadShriVadra #DamadShri #DamadGate #LandMafiaVadra #BJP,Haryana,852,0,1,0
congress,Sun Apr 27 10:38:13 +0000 2014,"Ramdev's programmes banned in Lucknow, #Congress demands arrest, Me asking arrest #DamadShriVadra for #DamadGate #DamadShri #LandMafiaVadra",Haryana,852,0,0,0
rahulgandhi,Sun Apr 27 10:12:27 +0000 2014,"Sahi kahti hai #Congress ""Ik Khiladi Match Ko Nahi JitaSakta"" #DamadShriVadra supported by #Sonia #RahulGandhi . #DamadGate  #DamadShri",Haryana,852,0,0,0
rahulgandhi,Sun Apr 27 10:06:31 +0000 2014,"#BJP ""Hamara Focus Aaj #DamadShriVadra pe hai"" #JantaMaafNahiKaregi #DaamadGate #Damaad420 #Sonia #RahulGandhi #LandMafiaVadra",Haryana,852,0,0,0
rahulgandhi,Sun Apr 27 10:04:47 +0000 2014,Thanks Sir @rsprasad_bjp for this awakening documentary..... #JantaMaafNahiKaregi  #DamadShriVadra and #Sonia #RahulGandhi ko.. #DamaadGate,Haryana,852,0,0,0
rahulgandhi,Sun Apr 27 10:00:06 +0000 2014,"#JantaMaafNahiKaregi #DamadShriVadra ko, #Sonia #RahulGandhi ko ""@manojsirsa: बेईमानी और भ्रष्टाचार का नमूना - राबर्ट वाड्रा #DamaadGate""",Haryana,852,0,0,0
rahulgandhi,Sat May 03 10:41:57 +0000 2014,"#MIvsKXIP MI , KKR &amp; CONGRESS Ko Bhagwan bhi NAHI jeet NAHI dila sakta#IPL2014 #RahulinAmethi #RahulGandhi",Haryana,2588,0,1,0
congress,Thu Apr 24 11:34:45 +0000 2014,@sardanarohit @ZeeNews is #Congress out of #Elections2014 in #Varanasi? no news about congress candidate mr ajay,Haryana,83,0,0,0
congress,Sun Apr 27 11:58:41 +0000 2014,"केन्द्र मे:
#congress और सभी विपक्षी: @narendramodi को हराओ
हरियाणा :@HaryanaTweets कांग्रेस: @bishnoikuldeep को हराओ 
#inld: कुलदीप को हराओ",Haryana,83,0,0,0
congress,Tue May 06 10:17:22 +0000 2014,"@aajtak: कश्मीर की स्कूली इमारत में विस्फोट....http://t.co/wwpwIKBGjd

#Congress अब ये मत कहना ये #modi जी अापकी वजह से या अापने करवाया है।",Haryana,436,0,0,0
congress,Tue May 06 11:14:03 +0000 2014,LOSE THE FUCKING JOB KILLING ENVIROMENTALISTS OR ELSE DEMOCRATS #1u #p2 #tcot #gop #Congress to hold hearing on No...,Haryana,40,0,0,0
INCIndia,Sat May 03 06:30:56 +0000 2014,#priyankagandhi #incindia yes lot of projects done so many schemes bt were they enough does ur heart accept upa-2 did enuf justice 2ppl????,Haryana,144,0,0,0
rahulgandhi,Tue May 06 11:29:38 +0000 2014,"@vibhask1 @narendramodi  
ये गधा कौन सा राग सुना रहा है?सम्मान करने और डर मे अंतर होता है!
#RahulGandhi #UttarPradesh http://t.co/xcROS7Z78l",Haryana,2546,0,0,0
soniagandhi,Tue Apr 29 12:23:45 +0000 2014,"#SoniaGandhi has a political #Mukhauta @PMOIndia, and a financial #Mukhauta #DamaadGate!

#NeoMughals use #Taqiyya everywhere!",Haryana,664,0,0,0
soniagandhi,Fri May 02 20:59:06 +0000 2014,#India - #Tell #Me a #Tale #About a #Tail - of #MrsVadra #RahulGandhi via  #CONgress by #SoniaGandhi - http://t.co/kQF6FxSAiw,Haryana,345,0,0,0
rahulgandhi,Tue May 06 10:40:50 +0000 2014,#RahulGandhi at Jaunpur (UP): All homeless poor will get proper houses if UPA 3 is formed,Haryana,7071,1,1,0
KattarSochNahiYuvaJosh,Tue May 06 10:16:53 +0000 2014,@justicearnab Bas baato ka bajaar #KattarSochNahiYuvaJosh @rahulgandhi2020 ..,Haryana,184,0,0,0
soniagandhi,Fri May 09 11:13:25 +0000 2014,#SoniaGandhi at Bihar: BJP threatens that all welfare policies of the @UPAGovt will be shut down,Haryana,7071,1,5,0
rahulgandhi,Mon May 12 10:26:29 +0000 2014,'கொலை பேச்சு': தேர்தல் ஆணையத்தின் நோட்டீசுக்கு பதிலளிக்க ராகுல்காந்திக்கு மேலும் 3 நாள் அவகாசம் http://t.co/h1ienykiQL #RahulGandhi,Haryana,290910,0,0,0
soniagandhi,Sun May 11 05:46:09 +0000 2014,Whoever thought of this #Birizza at @PizzaHutIN! Don't you know that an Italian trying to be Indian is always a disaster? #SoniaGandhi,Haryana,32,1,2,0
rahulgandhi,Wed Apr 30 07:27:03 +0000 2014,#RahulGandhi shares our father`s development vision: Priyanka Gandhi http://t.co/Q7dAz5Wq0x,Haryana,7071,0,0,0
rahulgandhi,Sat May 03 09:40:45 +0000 2014,"#BJP moves EC against #RahulGandhi's statement that 22,000 people will be killed if #NaMo becomes Prime Minister http://t.co/NejhuBpUev",Haryana,1745005,0,1,1
congress,Thu Apr 24 10:38:15 +0000 2014,"मनमोहन को अब भी भरोसा, बहुमत से जीतेगी काँग्रेस!
#news #palpalnews #manmohansingh #congress #pm #election #online... http://t.co/bTsHL6D5xK",Haryana,2556,0,0,0
soniagandhi,Thu Apr 24 08:57:44 +0000 2014,#SoniaGandhi in Gujarat: We will ensure social security for those who work in unorganized sector,Haryana,7071,2,18,0
RGinUP,Tue Apr 22 08:53:52 +0000 2014,Industrial corridor will provide jobs to million young aspirants : #RGinUP,Haryana,7071,0,3,0
soniagandhi,Sun May 11 06:27:08 +0000 2014,#SoniaGandhi has decided that any Girl or Gay who manages to bring smile on weeping face of #RahulGandhi will be granted option to marry him,Haryana,122733,2,2,1
rahulgandhi,Tue May 06 11:08:25 +0000 2014,"Obama send the design of watches to #RahulGandhi, to be made from the yet to be built watch factory of #Allahabad, #Mirzapur  #DoordarsiSoch",Haryana,6051,0,0,0
congress,Mon May 12 11:36:57 +0000 2014,#Congress back in Pavilion..impossible for third party governance..so does #AAP..Only Question is will #BJP get their numbers ? #Verdict2014,Haryana,225,0,0,0
congress,Sun Apr 27 11:03:56 +0000 2014,Lets see who wears the Hat of Election2014 #BJP #Modi Murderer of Indian Secularism supported by communal #VHP or #Congress Pirates of India,Haryana,140,0,0,0
RGinUP,Fri Apr 25 09:14:02 +0000 2014,We are in trouble as we don't have a #Congress govt in UP since long; one rickshaw puller tells Rahul Gandhi #RGinUP,Haryana,106,0,0,0
congress,Thu Apr 24 11:45:43 +0000 2014,Live Immigration Statistics ReTweet  http://t.co/zXT3nEOlSf #teaparty #conservatives #america #congress,Haryana,3762,0,0,0
INCIndia,Sun May 11 09:38:14 +0000 2014,#INCIndia Italy MUST bring India before the Marine Court of #Justice IAW #UN dispositions. #Marò  #Modi #INC #AAP... http://t.co/UJx3Vt8Bl5,Haryana,5357,0,0,0
INCIndia,Sun May 11 20:23:44 +0000 2014,Italy MUST bring #India before the Marine Court of #Justice IAW #UN dispositions. #Marò  #Modi #INC #AAP #INCIndia http://t.co/MKc5Oz10OM,Haryana,1486,0,0,0
rahulgandhi,Mon May 12 10:46:56 +0000 2014,"#Jagran's #Varanasi edition today: #BJP, #NarendraModi claim whole pages, while #RahulGandhi's a page 24 afterthought http://t.co/5kGEJWXEGI",Haryana,691,0,0,0
rahulgandhi,Thu Apr 24 10:18:22 +0000 2014,हवा में खुल गया #RahulGandhi के हेलीकॉप्टर का दरवाजा #LoksabhaElections2014 हार सामने देख दरवाजे ने भी शहजादे का साथ छोड़ा।,Haryana,303,0,0,0
congress,Tue May 06 10:58:10 +0000 2014,What's wrong if @realpreityzinta supports Modi.He seems to be an efficient leader.#Congress?Really?After all the mess they've created?,Haryana,30,0,0,0
rahulgandhi,Tue May 06 11:12:44 +0000 2014,"We want poor people to educate their children in good schools and universities,and do better in life: #RahulGandhi in Jaunpur",Haryana,19,0,0,0
RGinUP,Tue May 06 09:25:52 +0000 2014,#RGinUP : We don't deliver speeches with a heavy chest but we bow to you with respect,Haryana,320,0,1,0
RGinUP,Tue May 06 08:57:24 +0000 2014,"#RGinUP : Opposition leaders don't recognize your power and don't have any believe in you, they only believe in caste and community",Haryana,320,0,0,0
rahulgandhi,Fri May 09 10:53:03 +0000 2014,#RahulGandhi giving speech in Varanasi n public trying desperately to understand what he is saying. #VoteForModi,Haryana,1746,1,6,0
congress,Mon May 12 11:15:50 +0000 2014,Lol! “@EconomicTimes Ahmad Shakeel: #Congress has decided not to participate in any discussion on any news channel regarding exit polls.”,Haryana,129,0,0,0
RGinUP,Sat May 10 08:48:41 +0000 2014,"He comes and deliver huge speeches, claims you have not done anything for this country but only want to be a ""Chowkidaar"" : #RGinUP",Haryana,320,0,0,0
RGinUP,Sat May 10 08:14:54 +0000 2014,"Many great leaders and personalities belonged to this place, Lord Buddha, Lal Bahadur Shastri, Ustaad Bismillah Khan and many others:#RGinUP",Haryana,320,0,0,0
congress,Wed Apr 30 11:13:10 +0000 2014,#modi को हो सकती है दो साल की जेल #EC कड़ी कार्रवाई के मूड में http://t.co/cqrGLu1ltN … #haribhoomi #vote #election2014 #BJP #Congress #news,Haryana,152,0,0,0
soniagandhi,Tue Apr 29 10:18:07 +0000 2014,"""TheAccidentalPM"" 2 centres of power was acknowledged by MMS. So he gave up his authority n gave centre of power to #SoniaGandhi . Coward!",Haryana,1746,0,0,0
congress,Sat May 03 11:53:07 +0000 2014,@timesnow Losers..Get a life and deal with migrants rather than justifying thr actions coz s'one spit truth..!! Sack #Congress Its #NaMo4PM,Haryana,3664,3,4,1
congress,Sat May 03 10:29:57 +0000 2014,#congress #obama: Government Construction Spending Tumbles to 2007 Levels http://t.co/oIQhFatZfp,Haryana,164,0,0,0
congress,Thu Apr 24 11:53:00 +0000 2014,"VoteIndia App
Check Voter name &amp; Polling place on map http://t.co/OZZQrkU52J

#bjp #modi #congress #ncp #shivsena 

http://t.co/hvOPhQIobC",Haryana,15,0,0,0
rahulgandhi,Thu Apr 24 07:39:05 +0000 2014,#votecongress My passion for politics frankly goes much deeper than an interest in holding a particular office : #RahulGandhi to The Hindu,Haryana,1,0,0,0
congress,Sun Apr 27 11:00:22 +0000 2014,"Reconcile to #Congress' future as 2-digit party, #ArunJaitley tells Gandhis http://t.co/FGvayyKPX8",Haryana,3196112,2,4,0
soniagandhi,Sun Apr 27 10:37:23 +0000 2014,@DrGarekar Vadra is nothing but #DamaadGate of sonia ! Real Cruela Devil is #SoniaGandhi,Haryana,1500,1,2,1
INCIndia,Thu Apr 24 13:06:10 +0000 2014,#INCIndia basically complains to EC against EC as they have kept this day open for filing the nomination! #MODIfiedKASHI,Haryana,46,0,0,2
soniagandhi,Fri May 02 09:55:20 +0000 2014,@SushmaSwarajbjp what were the level of attacks... when u were contesting bellary seat against #soniagandhi ?? Wasnt they personal?,Himachal Pradesh,69,0,0,0
soniagandhi,Tue May 06 08:02:46 +0000 2014,#SoniaGandhi: Narendra Modi is lecturing nowadays as if he is the cleanest them all,Himachal Pradesh,10373,0,0,0
soniagandhi,Tue May 06 08:02:14 +0000 2014,#SoniaGandhi: Narendra Modi aaj kal lecture dete phir rahe hain ki ek wo hi dudh ke dhule hai,Himachal Pradesh,10373,0,0,0
soniagandhi,Tue May 06 08:00:06 +0000 2014,#SoniaGandhi: Never trust these people who show you dreams. You must know they are not with you as their only agenda is to grab power,Himachal Pradesh,10373,0,0,0
INCIndia,Sun May 04 08:32:05 +0000 2014,Assam PCC condemns mindless killings of innocent #Minority people in #BTAD areas. #INCIndia @friendscongress @IYC http://t.co/XJuXDuRPIA,Himachal Pradesh,10373,0,0,0
rahulgandhi,Fri May 09 11:23:56 +0000 2014,After taking suggestions from you all we came to conclusion that people need more Rights for a strong foundation: #RahulGandhi Domariyaganj,Himachal Pradesh,10373,0,0,0
soniagandhi,Fri May 09 11:28:32 +0000 2014,"""Watch Smt #SoniaGandhi's public rally in Valmiki Nagar, Bihar LIVE at http://t.co/tTiuvr7VdO http://t.co/VOSqsGb74k""",Himachal Pradesh,10373,1,0,0
soniagandhi,Fri May 09 11:27:02 +0000 2014,#SoniaGandhi at Bihar: We should be vigilant against those forces who keep changing colours just to grab power,Himachal Pradesh,10373,0,0,0
soniagandhi,Fri May 09 11:26:46 +0000 2014,"#SoniaGandhi at Bihar: @UPAGovt formed a separate ministry for minorities; implemented most of the Sachar comm., recommendations",Himachal Pradesh,10373,0,0,0
soniagandhi,Fri May 09 11:25:57 +0000 2014,"We pledge to bring Right to Healthcare,Right to Pension and Right to Shelter for the poor: #SoniaGandhi in BIhar",Himachal Pradesh,10373,0,0,0
soniagandhi,Fri May 09 11:23:04 +0000 2014,Land Acquisition Bill ensures adequate compensations for the lands acquired and prevents all forcible land grabbing: #SoniaGandhi in Bihar,Himachal Pradesh,10373,0,0,0
soniagandhi,Fri May 09 11:22:39 +0000 2014,"We opened several Kasturba Vidyalays and given scholarships,We opened several Kasturba Vidyalays and given scholarships: #SoniaGandhi",Himachal Pradesh,10373,0,0,0
RGinUP,Fri May 09 08:25:49 +0000 2014,"Central Govt has provided funds for Uttar Pradesh,but it has not reached the people here,which is failure on State govt's part: #RGinUP",Himachal Pradesh,10373,0,0,0
RGinUP,Mon Apr 28 12:20:35 +0000 2014,"Opposition discriminates people of the country on the basis of religion,they have always made Hindu Muslim fight among themselves: #RGinUP",Himachal Pradesh,10373,0,0,0
RGinUP,Mon Apr 28 12:14:26 +0000 2014,"Congress will create million jobs through Industrial Corridor,India will be its own manufacturing unit,not depending on China: #RGinUP",Himachal Pradesh,10373,0,0,0
RGinUP,Mon Apr 28 12:12:09 +0000 2014,"We also promise to bring 70crore people in middle class,we want them to educate their children and give them a better life: #RGinUP",Himachal Pradesh,10373,0,0,0
RGinUP,Mon Apr 28 12:11:25 +0000 2014,"Congress pledges to bring Right to Healthcare for the poor people of the country,who can't afford expensive treatments: #RGinUP",Himachal Pradesh,10373,0,0,0
rahulgandhi,Sat May 03 09:08:54 +0000 2014,"The Opposition will run away after polls, perhaps they have already gone: #RahulGandhi in Amethi",Himachal Pradesh,10373,0,0,0
rahulgandhi,Sat May 03 09:04:55 +0000 2014,"Milk producers in Amethi,now send 1lakh litres of milk outside: #RahulGandhi in Amethi",Himachal Pradesh,10373,0,0,0
rahulgandhi,Sat May 03 09:04:43 +0000 2014,"We want people to feel secure,we want them to have a roof over their head,we guarantee Right to Shelter for poor people: #RahulGandhi",Himachal Pradesh,10373,0,0,0
soniagandhi,Sat May 03 06:34:13 +0000 2014,#SoniaGandhi in AP: A vote for TDP will only strengthen communal forces and greatly damage our secular fabric,Himachal Pradesh,10373,0,0,0
soniagandhi,Sat May 03 06:33:10 +0000 2014,#SoniaGandhi condemns militant attacks in Assam http://t.co/VTPZ9hqDyQ,Himachal Pradesh,10373,0,0,0
soniagandhi,Fri May 02 17:02:58 +0000 2014,"TDP, #BJP two sides of same coin: #SoniaGandhi http://t.co/eLIE04NBC3",Himachal Pradesh,10373,0,0,0
congress,Fri May 09 09:56:02 +0000 2014,LOSE THE FUCKING JOB KILLING ENVIROMENTALISTS OR ELSE DEMOCRATS #1u #p2 #tcot #gop #Congress Votes to Subpoena Vet...,Himachal Pradesh,40,0,0,0
INCIndia,Sat May 03 06:24:41 +0000 2014,#priyankagandhi great job wid ads &amp; u want 2 deliver clean politics ok #incindia bt in 10 beautiful years so many scams at cost of ppl lives,Himachal Pradesh,144,0,0,0
congress,Tue May 06 11:00:56 +0000 2014,"It's up to #Congress to ensure that America protects US Ambassadors, domestically or overseas. Speak out, let freedom ring.",Himachal Pradesh,422,0,0,0
soniagandhi,Tue Apr 29 07:52:31 +0000 2014,#SoniaGandhi changed strategy of #NeoMughals by including rapid #Christianization as that too wd sap #Hindu strength viz-a-viz #Islamization,Himachal Pradesh,664,0,1,1
soniagandhi,Fri May 02 20:19:27 +0000 2014,#India - 10 Pictures of #MrsVadra of #CONgres by #SoniaGandhi Doing Things That Will Make You ROFL - http://t.co/mdg1eQS9xR,Himachal Pradesh,345,1,1,0
rahulgandhi,Tue May 06 10:40:44 +0000 2014,"स्थानीय प्रशासन राहुल को जिताने में मदद कर रहा, विश्वास का आरोप
#news #palpalnews #UP #RahulGandhi #AAP #online... http://t.co/53fE95IAty",Himachal Pradesh,2555,0,0,0
KattarSochNahiYuvaJosh,Sun May 04 08:25:58 +0000 2014,"Defeat the politics of Hatred. #VoteCongress. #KattarSochNahiYuvaJosh
@yuvadesh @WithCongress @INCIndia http://t.co/PRGMeh39qV",Himachal Pradesh,478901,5,9,0
soniagandhi,Fri May 09 11:13:01 +0000 2014,#SoniaGandhi at Bihar: We sent huge funds for Bihar but it did not reach beneficiaries here,Himachal Pradesh,7071,1,4,0
rahulgandhi,Mon May 12 09:14:18 +0000 2014,"@INCIndia  For my #Congress #SoniaGandhi  #RahulGandhi  #priyankagandhi  #ManmohanSingh @PMOIndia  #Corruption #India
http://t.co/YVEWXkle1s",Himachal Pradesh,339,0,0,0
soniagandhi,Sun May 11 04:50:08 +0000 2014,My point here is #Modi  might far worse in #power with the pointers he's got from wiley #SoniaGandhi... http://t.co/EnR8yeGxbX,Himachal Pradesh,10536,0,1,0
soniagandhi,Wed Apr 30 10:30:00 +0000 2014,"In 2009 #SoniaGandhi won by a 55.8% margin over R S Khushwaha of #BSP in #RaeBareli, #UP. http://t.co/tKS3IpPBfy #AskEAC",Himachal Pradesh,172339,0,0,0
rahulgandhi,Sat May 03 09:35:46 +0000 2014,#BJP approaches poll panel against #RahulGandhi. http://t.co/xnkxyE64HX,Himachal Pradesh,1149,0,0,0
congress,Thu Apr 24 10:35:11 +0000 2014,"#MyFirstVote .. my #mom along, just to prevent me from appealing #people to 

#vote for #congress and #getinked for a #betterfuture.....",Himachal Pradesh,215,0,0,0
soniagandhi,Thu Apr 24 08:57:05 +0000 2014,#SoniaGandhi in Gujarat: Our election manifesto offers right to shelter and right to healthcare,Himachal Pradesh,7071,4,19,0
RGinUP,Tue Apr 22 08:53:15 +0000 2014,Congress will fulfill the dreams of people of UP : #RGinUP,Himachal Pradesh,7071,0,2,0
soniagandhi,Sun May 11 06:01:02 +0000 2014,#soniaGandhi &amp; #RahulGandhi will be first one to congratulate #Modi..&amp; have photo session with him..followed by #Kejriwal..,Himachal Pradesh,122733,4,1,0
congress,Wed Apr 30 11:37:54 +0000 2014,"@AMadumoole And the corrupt,sycophantic,with a khandan following,vote bank mentality would have voted4 #Congress again in vain.#NaMo .",Himachal Pradesh,1209,0,0,0
congress,Wed Apr 30 11:10:07 +0000 2014,Dear mr. Amertya sen plz explain how is congress secular #1984 #sikhriots #sikhskilled #congress #bjp #narendramodi #NaMo,Himachal Pradesh,96,0,0,0
congress,Sun Apr 27 10:41:58 +0000 2014,Lets see who wears the Hat of Election2014 #BJP #Modi Murderer of Indian Secularism supported by communal #VHP or #Congress Pirates of India,Himachal Pradesh,140,0,0,0
soniagandhi,Sat May 03 09:56:32 +0000 2014,"@JohnDayal Thug, watch this TV News grab on #SoniaGandhi's direct role to break up India as per Wikileaks report. https://t.co/tj02h1gHEC",Himachal Pradesh,6230,0,0,0
congress,Tue May 06 11:38:32 +0000 2014,@thenewshour CORRUPTION BY #UPA #CONGRESS #RAGA #SONIA #MMS #ROBERTVADRA #YEDDYURAPPA #BADALS #YADAVS #LALU #Elections2014 #India2014,Himachal Pradesh,140,0,0,0
INCIndia,Sat May 10 20:04:52 +0000 2014,#INCIndia Italy MUST bring India before the Marine Court of #Justice IAW #UN dispositions. #Marò  #Modi #INC #AAP... http://t.co/UJx3Vt8Bl5,Himachal Pradesh,5357,0,1,0
INCIndia,Sun May 11 19:11:02 +0000 2014,#INCIndia Italy MUST bring #India before the Marine Court of #Justice IAW #UN dispositions. #Marò  #Modi #INC #AAP... http://t.co/MKc5Oz10OM,Himachal Pradesh,1486,0,0,0
congress,Fri May 09 11:31:34 +0000 2014,"@UniteBlueWI #OneTermWalker is the epitome of why We Need2 #CleanCongress
#MidTermsMatter Vote #Nov4ht2014 Tell #Congress #WeThePeopleMatter",Himachal Pradesh,1521,0,0,0
rahulgandhi,Wed Apr 30 07:53:06 +0000 2014,"Besides declring #RobertVadra as our National damad,
#RahulGandhi is planning on declaring ""CHOTABHEM"" our National cartoon #SelfiewithModi",Himachal Pradesh,13,0,0,0
congress,Tue May 06 10:45:24 +0000 2014,#congress #obama: W. Richard Zink - http://t.co/S5vm0LkRR4 http://t.co/ZsFAfUDxp6,Himachal Pradesh,164,0,0,0
rahulgandhi,Tue May 06 11:12:44 +0000 2014,"We want poor people to educate their children in good schools and universities,and do better in life: #RahulGandhi in Jaunpur",Himachal Pradesh,22,0,0,0
RGinUP,Tue May 06 09:24:40 +0000 2014,"#RGinUP : We respect the people, we do the politics of love and peace",Himachal Pradesh,320,0,0,0
RGinUP,Tue May 06 08:56:08 +0000 2014,#RGinUP : You are not getting jobs in UP why ?,Himachal Pradesh,320,0,0,0
rahulgandhi,Fri May 09 10:51:18 +0000 2014,#RahulGandhi addressing a rally in Domariyaganj (UP),Himachal Pradesh,320,0,0,0
congress,Mon May 12 11:12:12 +0000 2014,"'22 हजार मौत' पर फंसे राहुल 
http://t.co/okjracPeCG
#RahulGandhi #congress #Election2014",Himachal Pradesh,106,0,0,0
RGinUP,Sat May 10 08:47:52 +0000 2014,"I have seen a poster of women empower of Modiji in Delhi, ""I will empower you'' not 'we' but 'I' : #RGinUP",Himachal Pradesh,320,0,0,0
RGinUP,Sat May 10 08:13:13 +0000 2014,"#RahulGandhi starts his speech at Chandauli, Uttar Pradesh 
#RGinUP",Himachal Pradesh,320,0,0,0
congress,Wed Apr 30 11:13:10 +0000 2014,#modi को हो सकती है दो साल की जेल #EC कड़ी कार्रवाई के मूड में http://t.co/NkJERZVNkq … #haribhoomi #vote #election2014 #BJP #Congress #news,Himachal Pradesh,155,0,0,0
soniagandhi,Tue Apr 29 10:16:16 +0000 2014,"""TheAccidentalPM"" MMS basically gave up ruling the country. It was #SoniaGandhi n her coterie ruling. Thought MMS was PM of country not cong",Himachal Pradesh,1746,0,0,0
congress,Sat May 03 11:30:46 +0000 2014,#congress #obama: Saiba como Marin e Del Nero atropelaram Andrés e oposição na eleição da CBF - Portal AZ http://t.co/d256K1RHrS,Himachal Pradesh,164,0,0,0
congress,Sat May 03 10:29:56 +0000 2014,#congress #obama: Senate Switcheroo Crimps Travel Plans - Roll Call http://t.co/jO3WhT3LJ7,Himachal Pradesh,164,0,0,0
congress,Thu Apr 24 11:41:59 +0000 2014,#BJP’s ideology is harmful for nation: #Sonia http://t.co/efwKRThbiD #Congress #Modi #Gujarat #LokSabha #LokSabhaPolls #Elections2014,Himachal Pradesh,591998,2,1,2
rahulgandhi,Thu Apr 24 07:39:05 +0000 2014,#votecongress My passion for politics frankly goes much deeper than an interest in holding a particular office : #RahulGandhi to The Hindu,Himachal Pradesh,48,0,0,0
congress,Sun Apr 27 10:54:49 +0000 2014,#congress could attack martial status of #namo in reply to vadra case. @BJP4India @AmitShahOffice,Himachal Pradesh,1500,0,1,0
soniagandhi,Sun Apr 27 10:07:19 +0000 2014,#RahulGandhi #SoniaGandhi #Congress are not connected to #MahatmaGandhi #Bapu. Last 60yrs #Congress misused &amp; ignored Bapu family even today,Himachal Pradesh,55,0,0,0
rahulgandhi,Mon May 12 11:23:06 +0000 2014,Kismat ho chudu kya karega bournvita wala dudhu. #rahulgandhi,Jammu & Kashmir,249,0,0,0
rahulgandhi,Wed Apr 30 11:41:07 +0000 2014,Our combined efforts should be to make #RahulGandhi the Prime Minister of India so that India's secularism is safeguarded - #OmarAbdullah,Jammu & Kashmir,30486,2,2,0
rahulgandhi,Wed Apr 30 11:40:06 +0000 2014,#RahulGandhi is secular by conviction. He's an honest leader and a true friend of #Jammu &amp; #Kashmir - J&amp;K Chief Minister #OmarAbdullah,Jammu & Kashmir,30486,1,2,1
soniagandhi,Fri May 09 08:22:38 +0000 2014,"@ModiBharosa @SrBachchan @narendramodi Besides such low mentality by #SoniaGandhi, shdn't it be termed as low politics by #RSVP family too?",Jammu & Kashmir,125,0,0,0
