hashtags,dates,tweets,location,followers,fav,reply,retweet
bjp,Thu Apr 04 11:54:45 +0000 2019,The allies of #bjp will be the first to lose their autonomy after #modi comes to power. He (Modi) will poach each a… https://t.co/YZWpg4BrzW,Arunachal Pradesh,9,0,0,0
bjp,Sat Apr 06 11:56:42 +0000 2019,"#bjp #bouncer #amitshah 
#caught for suppressing #assets 
worth 4.1 millions from the #eci

#donohaathmeinladdoo… https://t.co/8gRWvBry7f",Arunachal Pradesh,42,4,0,0
bjp,Sun Apr 07 11:32:33 +0000 2019,"Chicken has come home to roost after five years.

This is the 2014 @BJP4India video campaign with the slogan, ""Peop… https://t.co/PIq7IU92r7",Arunachal Pradesh,1734,0,0,0
bjp,Tue Apr 09 11:46:58 +0000 2019,"If chowkidar is "" chor 'and rahul gandhi is"" pappu"" then whom to vote.""bhut confusion h""
#BJP_भगाओ_देश_बचाओ #BJP… https://t.co/sxdMi4xCD4",Arunachal Pradesh,3,0,0,0
modi,Tue Apr 02 11:03:04 +0000 2019,@AMISHDEVGAN @News18India @gauravbh @RakeshSinha01 @avanishojha @GDuttTweets @anil_baluni If @BJP4India #Modi desir… https://t.co/RsIUT7MMWV,Arunachal Pradesh,529,0,0,0
modi,Wed Apr 03 11:45:43 +0000 2019,Finally the much awaited series #Modi #JourneyofaCommonman is now streaming on #Erosnow..Watch now to watch our Her… https://t.co/v93EqYy2tV,Arunachal Pradesh,844,2,0,0
hindu,Wed Apr 03 08:02:09 +0000 2019,"@IbnKhayyam History does not begin , it continues with the exodus of the kashmiri Hindus by JKLF, Jamaat-e-islami a… https://t.co/4oL4jJznNm",Arunachal Pradesh,8,3,0,0
hindu,Thu Apr 04 08:26:23 +0000 2019,"@SriNithyananda 
His Divine Holiness #Nithyananda #Paramashivam 
#Shiva #1008Kailaasas #Hindu #saamiOnnuda… https://t.co/cwf6TU2jLl",Arunachal Pradesh,27,2,2,0
modi,Fri Apr 05 11:18:38 +0000 2019,"#ModiLaoDeshBanao #Modi Ji We already gave 5 years I waited for 15 Lacs for 5 years,, Nothing happened.. #BPL Card… https://t.co/zhwAFEVQlC",Arunachal Pradesh,1,0,0,0
modi,Sat Apr 06 11:39:26 +0000 2019,"@TimesNow Modi #125 crores ,Sena #modi and Modi #sena",Arunachal Pradesh,1,0,0,1
hindu,Sat Apr 06 09:42:56 +0000 2019,"हिंदू नव वर्ष की ढेरों शुभकामनाएं।

#Navratri #HinduNewYear #Ugadi #GudiPadwa #happiness #peace #prosperity… https://t.co/0qXnE0ipLZ",Arunachal Pradesh,21,1,0,0
ModiLaoDeshBanao,Sun Apr 07 11:41:24 +0000 2019,"सभी है corrupt,फिर भी ईमानदारी का पाठ पढ़ा रहे है। #CongressMuktBharat 
#BharatBoleModiModi
#Vote4BJP… https://t.co/YrkdMol8va",Arunachal Pradesh,1295,0,0,0
modi,Mon Apr 08 11:44:13 +0000 2019,"#Modi can get toilets made ; 
he can remind you not to defecate in the open, but he can’t come &amp; clean it for you ! https://t.co/wSuP3R7kF5",Arunachal Pradesh,1884,0,0,0
ModiLaoDeshBanao,Mon Apr 08 11:07:36 +0000 2019,but state can't be made more vulnerable by scrapping the provisions and helping people and organizations working ag… https://t.co/FwNJYrlyHA,Arunachal Pradesh,6756,3,1,0
hindu,Mon Apr 08 09:16:41 +0000 2019,#Navratri #jaimaadurga  #nainadevi  #jaimatadi #jaimaakali  #नवरात्रि #गुड़ी_पड़वा #Gudipadwa #navratrispecial… https://t.co/IKsZACOZq9,Arunachal Pradesh,15,1,1,0
ModiLaoDeshBanao,Tue Apr 09 10:33:20 +0000 2019,@MehboobaMufti @GautamGambhir Abysmal!!!! Have u seen his innings?? Disappointed to see such an illiterate tweet by… https://t.co/Nl7ih9kiDN,Arunachal Pradesh,9,2,0,0
modi,Wed Apr 10 11:45:14 +0000 2019,@hidhussain You won't understand what he did to #Modi 🤪🤣 I strongly believe you really really needs some lessons in diplomacy... 🙈,Arunachal Pradesh,833,0,0,0
hindu,Wed Apr 10 08:36:15 +0000 2019,"चुनाव के मझधार में फँस गये।
#दो #गुजराती #ठग।
 #सुप्रीमकोर्ट ने आज कहाँ कि 
#The #Hindu के 
#दस्तावेज #सही।
होगी उच्च स्तरीय जांच।",Arunachal Pradesh,104,0,0,0
NarendraModi,Tue Apr 02 10:35:47 +0000 2019,"Gautam Gambhir joins issue with Omar Abdullah on ‘PM post’ in Kashmir
@GautamGambhir @OmarAbdullah #JammuAndKashmir… https://t.co/KS2enyeV08",Arunachal Pradesh,1498,0,0,0
NarendraModi,Wed Apr 03 11:57:36 +0000 2019,"Cancer &amp; Drug addiction can be controlled &amp; cured by Yoga : Padamshri Dr Nagendra
#Cancer #Drugaddiction… https://t.co/5mxHcgLCWR",Arunachal Pradesh,1498,0,0,0
namo,Wed Apr 03 08:52:17 +0000 2019,"जीत ईतनी प्रचंड होनी चाहिये की कांगियो को #आयुष्यमान भारत योजना के तहत दिल के दौरे का ईलाज करवाना पडे
#NAMO AGAIN",Arunachal Pradesh,69,0,0,0
NarendraModi,Thu Apr 04 10:47:25 +0000 2019,"Congratulations 
PM #NarendraModi Ji on being conferred UAE's highest Civilian Honour, Zayed Medal.",Arunachal Pradesh,317,3,1,0
amitshah,Thu Apr 04 06:22:00 +0000 2019,#AmitShah #NarendraModi #ajaymisra दिनांक 2 अप्रैल भारतीय जनता पार्टी 28 लोकसभा प्रत्याशी श्री अजय कुमार मिश्रा जी… https://t.co/0jnxGGsuX9,Arunachal Pradesh,14,3,0,0
namo,Fri Apr 05 11:52:53 +0000 2019,@4HellsKitchen @luke404_ @koenamitra Really?😅 Agar aisa hota toh aap log hume chaien se jeene dete kya???? Aur itne… https://t.co/5ROB5VLGut,Arunachal Pradesh,23,0,0,1
NarendraModi,Sat Apr 06 11:42:53 +0000 2019,PM मोदी 'रवीश कुमार' को इंटरव्यू देने से इसलिए डरते हैं क्योंकि वो रुबिका की तरह ये नहीं पूछेंगे कि 'आप थकते क्यों… https://t.co/6P1nJYiFMA,Arunachal Pradesh,11477,10,0,0
amitshah,Sat Apr 06 10:13:37 +0000 2019,#साफ़नीयतसहीविकास #भारतीयजनतापार्टी #जिंदाबाद #BJP #WeSupportBharatBhushanKapoor #local #CandidateKnl… https://t.co/i3DfVvZOe6,Arunachal Pradesh,4,0,0,0
NarendraModi,Sun Apr 07 10:36:59 +0000 2019,"For India’s Modi, Symbolism is Political Strategy

#NarendraModi #IndianGeneralElection #Hindus #Symbolism… https://t.co/SUVQWqJtsL",Arunachal Pradesh,15384,0,0,0
amitshah,Sun Apr 07 10:48:00 +0000 2019,"ବିଜେପିର ନିର୍ବାଚନ ଇସ୍ତାହାର ପ୍ରକାଶ, ପୁରୀ ହେବ ଭାରତର ସାଂସ୍କୃତିକ ପ୍ରାଣକେନ୍ଦ୍ର

@BJP4Odisha @dpradhanbjp… https://t.co/uIvB70I3rL",Arunachal Pradesh,30,0,0,0
NarendraModi,Mon Apr 08 10:55:13 +0000 2019,"BJP to legislate bill on Triple Talaq, promote gender equality
#BJP #legislate #TripleTalaq #promote… https://t.co/ZqUcHTbIfp",Arunachal Pradesh,1498,0,0,0
NarendraModi,Tue Apr 09 11:27:34 +0000 2019,@shrialokmishra @Hamara_Desh Rare of the rarest sight where a PM of the nation bowing down to his citizens..Feeling… https://t.co/dKvY1Tk8O4,Arunachal Pradesh,368,3,0,2
amitshah,Tue Apr 09 10:36:04 +0000 2019,"#Nagpur #Maharashtra LIVE : BJP President #AmitShah जनता को कर रहे हैं संबोधित, अगड़े समाज के गरीब बच्चों को मोदी स… https://t.co/vG558MCphu",Arunachal Pradesh,9140,4,4,0
NarendraModi,Wed Apr 10 11:18:08 +0000 2019,"Read Intention behind the  Narendra modi @MannKiBaatt
https://t.co/s3FiL1FL9S

#EkBaarPhirModiSarkar #mannkibaat… https://t.co/jeugOR3Jmo",Arunachal Pradesh,3,0,0,0
amitshah,Wed Apr 10 03:26:22 +0000 2019,"Soch lo fr 1 baar abhi bhi waqt hai congress ko vote dene walo
#congress #Bjp #bjp4maharashtra #bjp4india #india… https://t.co/YvIAHa3zhc",Arunachal Pradesh,64,0,0,0
chowkidarNarendraModi,Tue Apr 02 08:56:40 +0000 2019,Y Should I Vote For Congress... @RahulGandhi  @INCIndia  @BJP4India @narendramodi  @AmitShah @Swamy39… https://t.co/z2f3ZyeHEG,Arunachal Pradesh,14,0,0,0
ModiHaiToMumkinHai,Tue Apr 02 10:58:08 +0000 2019,"@GirishNaught @sahajtloi Winning a nobel prize doesn't make you guru in Everything.

And that Chaiwala #Modi doesn'… https://t.co/vSJhpSZgH5",Arunachal Pradesh,7,0,1,0
maibhichowkidar,Wed Apr 03 05:54:50 +0000 2019,@narendramodi @AmitShah @aapkadharam @harminderbooks @dreamgirlhema @RahulGandhi #MaiBhiChowkidar #MainBhiBerozgar… https://t.co/LKpmHhG8JN,Arunachal Pradesh,83,0,0,0
ModiHaiToMumkinHai,Wed Apr 03 10:29:02 +0000 2019,"**काम करके कोई अपने दम पर कैसे आगे  बढ़ता है. इससे महामिलावत वालो को बहुत समस्या है : PM **
#NamoAgain… https://t.co/yFPHO2d1qY",Arunachal Pradesh,115,4,2,1
maibhichowkidar,Thu Apr 04 08:11:42 +0000 2019,#MaiBhiChowkidar https://t.co/KBiTd0CsXF,Arunachal Pradesh,4,0,6,1
ModiHaiToMumkinHai,Thu Apr 04 11:52:17 +0000 2019,New vision of development #ModiHaiToMumkinHai https://t.co/mjTEvkHz1c,Arunachal Pradesh,12,0,0,0
chowkidarNarendraModi,Fri Apr 05 08:21:29 +0000 2019,"इतना लम्बा ""मेनिफेस्टो"" छपवाने की क्या जरूरत थी कांग्रेस को

सीधे सीधे लिख देते देश का ""इस्लामीकरण"" करेंगे बात खत्म… https://t.co/yC32gjl15d",Arunachal Pradesh,14,1,0,0
ModiHaiToMumkinHai,Fri Apr 05 11:21:04 +0000 2019,"लाचारी वो थी जब लोकसभा चुनाव में सुरक्षा नहीं दे पाने के कारण IPL विदेश में कराया था।

अबकी बार, चुनाव, IPL, ईद, बो… https://t.co/EigxBDnG6y",Arunachal Pradesh,22,2,0,0
maibhichowkidar,Sat Apr 06 08:40:16 +0000 2019,"@ahmedpatel #ModiLaoDeshBanao 
#MaiBhiChowkidar",Arunachal Pradesh,200,0,0,0
chowkidarNarendraModi,Sat Apr 06 06:52:54 +0000 2019,This footage is missing from their actual telecast! Sold out journalism @abpnewstv!! We need some strong policies a… https://t.co/yUxgp3EVsz,Arunachal Pradesh,31,0,0,0
maibhichowkidar,Sun Apr 07 09:01:49 +0000 2019,"People have to choose between honest and corrupt govts: @PMOIndia @narendramodi attacks BJD in Odisha
Deserves doub… https://t.co/A8UwJKDrEM",Arunachal Pradesh,431,0,1,0
chowkidarNarendraModi,Sat Apr 06 18:54:28 +0000 2019,"Modi he to subkuchh Munkin he
Bar Bar Modi Sarkar,Jay Hind
Bharat Mataki Jay..#PriyankaGandhi #smritiirani… https://t.co/VDvN9Pgtmu",Arunachal Pradesh,14,0,0,0
maibhichowkidar,Mon Apr 08 08:36:59 +0000 2019,#MaiBhiChowkidar,Arunachal Pradesh,16,2,0,0
chowkidarNarendraModi,Sun Apr 07 22:59:35 +0000 2019,Dear Respected NAMOji #ChowkidarNarendraModi For god sake  Pls give finance ministry to subbu swamy #swamy39,Arunachal Pradesh,0,0,0,0
ModiHaiToMumkinHai,Mon Apr 08 10:37:04 +0000 2019,@republic Good job @narendramodi now papu his mama will be stress @RahulGandhi @INCIndia #ModiHaiToMumkinHai,Arunachal Pradesh,1,1,0,0
chowkidarNarendraModi,Tue Apr 09 08:19:51 +0000 2019,#BJPManifesto #IncredibleIndia #bhakts #Demonetisation #RafaelScam #ChowkidaarHiChorHai #LokSabhaElections2019… https://t.co/SsJpm0UYqu,Arunachal Pradesh,57,0,1,0
ModiHaiToMumkinHai,Tue Apr 09 09:47:08 +0000 2019,"@BJP4India @narendramodi #BJPVijaySankalp2019!
#PhirEkBaarModiSarkar2019! 
#LokSabhaElections2019… https://t.co/JUlDGSg14G",Arunachal Pradesh,42,0,0,2
chowkidarNarendraModi,Wed Apr 10 08:56:55 +0000 2019,"मैं उस आदमी को कैसे अकेला छोड़ सकता हूँ जिसको हराने के लिए सारे चोर,भ्रष्टाचारी और आतंकी इकठ्ठे हो रहे हैं,… https://t.co/ymqFHubNhJ",Arunachal Pradesh,0,0,0,0
ModiHaiToMumkinHai,Wed Apr 10 10:11:35 +0000 2019,"@ndtv He crossed all the limits...

He has to apologized on attack instead of this he is asking Vote...

#ModiHaiToMumkinHai",Arunachal Pradesh,79,2,0,0
chowkidarNarendraModi,Sat Apr 06 08:10:37 +0000 2019,"Ha hu main modi bhakt😍
Jise jo bolna ha bolo.. 
Modi modi modi
#NamoAgain #NarendraModi 
#voteformodi #ChowkidarNarendraModi #JaiHind",Assam,26,0,0,0
ModiHaiToMumkinHai,Sat Apr 06 09:09:19 +0000 2019,@atanubhuyan #ModiHaiToMumkinHai,Assam,67,2,0,0
maibhichowkidar,Tue Apr 09 04:23:34 +0000 2019,"I love to put it in a song. Destined to win, our #BJP candidate Horen Sing Bey, who stands to fight for you on issu… https://t.co/ncQ9kOZ3Mb",Assam,1363,12,2,3
ModiHaiToMumkinHai,Sat Apr 06 09:44:00 +0000 2019,"With 66% of total bamboo growing  stock in the #NorthEast, declassifying bamboo from tree to grass was a masterstro… https://t.co/gcr4K8Oaeg",Assam,1462,5,4,0
ModiHaiToMumkinHai,Wed Apr 10 09:39:13 +0000 2019,"Reiterating PM Shri @narendramodi vision of a healthy India, comprehensive health services provided to the populace… https://t.co/ePJqKNU3vg",Assam,1462,1,1,0
namo,Tue Apr 02 09:40:21 +0000 2019,@bainjal @INCIndia @INCIndia  निश्चित रूप से सत्ता में आएगी और निश्चित रूप से अपने वादों को पूरा करेगी । यही… https://t.co/026PirxgRx,Assam,76,0,0,0
bjp,Fri Apr 05 11:35:59 +0000 2019,"#GeneralElections2019 #Assemblyelections2019 #BJP #ArunachalPradesh 

#AmitShah Addressing a Rally in Arunachal, “B… https://t.co/lE6OkhL9or",Assam,7570,1,0,0
namo,Tue Apr 02 11:44:10 +0000 2019,"@JhaSanjay If by choosing #godse I can make #NaMo the prime minister, I'll always choose #Godse over #Gandhi",Assam,45,2,0,0
NarendraModi,Wed Apr 03 11:43:53 +0000 2019,"Modi Terms Mamata Banerjee as “Speed Breaker Didi”
#NarendraModi
#MamataBanerjee
#SpeedBreakerDidi https://t.co/wgJU68UYJj",Assam,4506,0,0,0
NarendraModi,Fri Apr 05 11:09:09 +0000 2019,"Narendra Modi says BSP-SP supports perpetrators for vote bank
#NarendraModi
#BSP
#SP https://t.co/EU4WUtwwxu",Assam,4506,0,0,0
amitshah,Fri Apr 05 11:35:59 +0000 2019,"#GeneralElections2019 #Assemblyelections2019 #BJP #ArunachalPradesh 

#AmitShah Addressing a Rally in Arunachal, “B… https://t.co/lE6OkhL9or",Assam,7570,1,0,0
amitshah,Fri Apr 05 08:39:43 +0000 2019,"বিজেপিৰ ৰাষ্ট্ৰীয় সভাপতি অমিত শ্বাহৰ উত্তৰ পূৰ্বাঞ্চলত নিৰ্বাচনী প্ৰচাৰ
#AmitShah https://t.co/blA0BNwUWs",Assam,4506,0,0,0
NarendraModi,Sat Apr 06 11:26:34 +0000 2019,"Mamata Banerjee terms Narendra Modi as a liar
#MamataBanerjee
#NarendraModi
#Liar https://t.co/9tQ9lSUmoR",Assam,4506,0,0,0
amitshah,Sat Apr 06 09:17:36 +0000 2019,"নৰেন্দ্ৰ মোদী দ্বিতীয় বাৰৰ বাবে প্ৰধানমন্ত্ৰী হলে অসম বিদেশী মুক্ত হ’ব: অমিত শ্বাহ
#AmitShah https://t.co/9ijYfhVbw5",Assam,4506,0,0,0
bjp,Sun Apr 07 11:48:15 +0000 2019,"#BREAKING | #LokSabhaElections2019 | #BJP releases party's tag line and theme song in New Delhi.

Image Credit: ANI https://t.co/roZS8SQL60",Assam,21245,1,1,0
bjp,Mon Apr 08 11:56:24 +0000 2019,"REGIONAL | CAB In BJP Manifesto : Anti-CAB Leaders Raise Voice
#Assam #Assamnews #CAB #BJP #BJPManifesto… https://t.co/BzXIx9lxic",Assam,37435,4,0,0
bjp,Tue Apr 09 11:57:12 +0000 2019,"NATIONAL | 1st phase poll campaign ended today
#LSElection #BJP #Congress #NarendraModi #AmitShah #RahulGandhi… https://t.co/nL2YLSQeJs",Assam,37435,1,0,0
bjp,Wed Apr 10 11:37:47 +0000 2019,#BJP &amp; #IndianNationalCongress spend approximately 8 crores on Social Media Campaigning in the past 2 months… https://t.co/lWWmn67Vxx,Assam,20,0,0,0
hindu,Tue Apr 09 11:53:14 +0000 2019,"REGIONAL | Twist In Biswanath Chariali Beef Case
#Assam #Assamnews #BiswanathChariali #Beef #Indianews… https://t.co/CfEqINBzph",Assam,37435,1,0,0
namo,Thu Apr 04 10:14:58 +0000 2019,"Supporting #NAMO during morning walk
#NarendraModiJindabad #NaMoAgain #MainBhiChowkidar #election2019 #NarendraModi… https://t.co/agNR1FrYUh",Assam,78,4,0,1
amitshah,Sun Apr 07 07:39:47 +0000 2019,"NATIONAL | BJP To Release Its Election Manifesto On Monday 
#BJP #LokSabhaElections #NarendraModi #AmitShah… https://t.co/hPmw8wcBl0",Assam,37435,0,0,0
amitshah,Mon Apr 08 08:27:26 +0000 2019,"REGIONAL | BJP Manifesto And NE: A Look At The Promises 
#BJP #BJPManifesto #CAB #NarendraModi #RajnathSingh… https://t.co/qt8mixFd53",Assam,37435,2,0,0
NarendraModi,Tue Apr 09 11:57:12 +0000 2019,"NATIONAL | 1st phase poll campaign ended today
#LSElection #BJP #Congress #NarendraModi #AmitShah #RahulGandhi… https://t.co/nL2YLSQeJs",Assam,37435,1,0,0
amitshah,Tue Apr 09 11:57:12 +0000 2019,"NATIONAL | 1st phase poll campaign ended today
#LSElection #BJP #Congress #NarendraModi #AmitShah #RahulGandhi… https://t.co/nL2YLSQeJs",Assam,37435,1,0,0
NarendraModi,Wed Apr 10 11:48:14 +0000 2019,"WORLD | Israeli PM Netanyahu Wins Record Fifth Term 
#BenjaminNetanyahu #Israel #NarendraModi #Netanyahu… https://t.co/t4Aglzf9TZ",Assam,37435,3,0,0
ModiHaiToMumkinHai,Fri Apr 05 11:37:23 +0000 2019,"#ModiLaoDeshBanao
For past 60yrs, dynasty has been trying hard to grow potatoes to produce gold for India's progres… https://t.co/pHK7gnMwxp",Assam,1975,1,1,0
ModiHaiToMumkinHai,Sat Apr 06 09:05:55 +0000 2019,"@M_Ferasat 🤔 Very Simple logic....

🙏🏽 *बीमार पड़ने पर आप अपनी जाति का डॉक्टर नही ढूंढते*।
*बल्कि सर्वश्रेष्ठ डॉक्ट… https://t.co/Bl1FsSkHlm",Assam,1975,1,1,0
ModiHaiToMumkinHai,Sun Apr 07 11:12:37 +0000 2019,No doubt #ModiHaiToMumkinHai #IsBaarPhirModi #DeshKeLiyeModi https://t.co/LG0epnlKuu,Assam,78,78,20,4
maibhichowkidar,Tue Apr 09 11:50:19 +0000 2019,#MaiBhiChowkidar #ModiSarkar https://t.co/4nLbqCSiTr,Assam,458,0,0,0
maibhichowkidar,Tue Apr 09 03:39:47 +0000 2019,"एक चमचा कह रहा था मोदी ने पाँच साल मे क्या किया ?

मैने कहा पहले तेरी बीवी मिस कॉल करती थी, अब वीडियो कॉल करती है भ… https://t.co/BKakynCG1v",Assam,47,2,0,1
NarendraModi,Mon Apr 08 11:17:52 +0000 2019,"કચ્છ ચાલ્યું વિકાસની વાટે,
હર કોઈ છે મોદી સરકારની સાથે...

લોકસંપર્ક પ્રવાસ, માંડવી તાલુકો, કચ્છ… https://t.co/oZi1qtpUQW",Assam,0,0,0,0
maibhichowkidar,Mon Apr 08 11:16:51 +0000 2019,देश के मान-सम्मान को बढ़ाने के लिए आज प्रत्येक नागरिक राष्ट्रसेवा हेतु चौकीदार बनकर समर्पित भाव से आगे बढ़ रहा है।… https://t.co/t5hhPTP74X,Assam,0,0,0,0
ModiLaoDeshBanao,Sun Apr 07 11:28:40 +0000 2019,"Abki baar 400 paar.. Fir se Modi Sarkaar
#BharatBoleModiModi
#Modi_Lao_Desh_Bachao
#ModiHaiToMumkinHai… https://t.co/olLxKp1LOy",Assam,526,0,0,0
ModiHaiToMumkinHai,Sat Apr 06 08:59:23 +0000 2019,"#IndiaWantsModiAgain
#Modi_Lao_Desh_Bachao
#ModiHaiToMumkinHai https://t.co/RaAH7yZwtF",Assam,526,2,1,0
ModiHaiToMumkinHai,Sat Apr 06 08:50:58 +0000 2019,"#IndiaWantsModiAgain
#Modi_Lao_Desh_Bachao
#ModiHaiToMumkinHai https://t.co/Zn9fMB0aFc",Assam,526,0,0,0
ModiHaiToMumkinHai,Sun Apr 07 11:28:40 +0000 2019,"Abki baar 400 paar.. Fir se Modi Sarkaar
#BharatBoleModiModi
#Modi_Lao_Desh_Bachao
#ModiHaiToMumkinHai… https://t.co/olLxKp1LOy",Assam,526,0,0,0
ModiLaoDeshBanao,Mon Apr 08 11:01:48 +0000 2019,@OnlineRajan__ @DrRajeshDBhat @shitijsrivastav @AB_BJP @DetheEshaSen @vanitajain21 @namoArunima @kirantikari0… https://t.co/BY1FRYehgV,Assam,2547,0,1,0
ModiLaoDeshBanao,Mon Apr 08 10:58:41 +0000 2019,@jiteshsingh99 @IOCCANADA Remember this before voting #Congress #ModiLaoDeshBanao https://t.co/YVrdGdJ9dE,Assam,2547,1,0,0
namo,Sun Apr 07 09:59:56 +0000 2019,"Oh aacha, @abpnewstv 
Zindagi bhar yaad rakhogay, PM #NaMo ka padhaya paath.

PM kay interview main jo baante ABPNe… https://t.co/gAgWztQPfw",Assam,312,0,0,0
namo,Wed Apr 10 10:56:15 +0000 2019,"#Election2019

If summary of Candidates taken into account than 

Candidates of @INCIndia #Congress are the RICHEST… https://t.co/yX6p0beWd2",Assam,312,0,0,0
ModiHaiToMumkinHai,Sun Apr 07 11:06:09 +0000 2019,"घोटाले #चोर_ढोंग्रेस के बाहर आ रहे है ...कैश कोंग्रेस का पकड़ा जा रहा है ????
#चौकीदार_ही_चोर_है कह रहा ""जर्सी गाय""… https://t.co/9ETPa4t2AY",Assam,415,1,1,0
modi,Fri Apr 05 11:46:27 +0000 2019,@KhanAmerKhan #modi shot down #F16 in his wet dream 🤣,Assam,667,0,0,0
chowkidarNarendraModi,Sat Apr 06 17:53:14 +0000 2019,"भारत ही ऐसा देश है जहाँ सिर्फ़ और सिर्फ़ जन प्रतिनिधि ख़तरा में जैसे
PM खतरा में.
CM खतरा में
DM  खतरा में
बैंकों ख… https://t.co/q1evZ2M3so",Assam,121,0,0,0
bjp,Fri Apr 05 11:44:42 +0000 2019,"#BJP के खिलाफ़ वोट करें मुसलमान ~ दारुल उलूम देवबंद

कितने #हिन्दू है जो
सीना ठोक कर कहें कि मेरा वोट मोदी व BJP को ही जायेगा 🤔",Assam,284,0,0,0
ModiLaoDeshBanao,Sat Apr 06 11:52:51 +0000 2019,"That's why...

#ModiLaoDeshBanao 
#ModiOnceMore 
#ModiHainTohMumkinHain 
#PhirEkBaarModiSarkar… https://t.co/XzBOcAr1NA",Assam,532,0,0,0
hindu,Thu Apr 04 10:41:27 +0000 2019,"#Shiva #SHAKTI #Original #Painting, #Eternal #Dance, #Chakra, #Ornate, #Cosmic, #Bliss, #India, #ThirdEye, Ardhnari… https://t.co/6eLgDEq8yW",Assam,3140,0,1,0
chowkidarNarendraModi,Fri Apr 05 09:31:27 +0000 2019,Situation worsens when renowned organizations like @TataMotors encourage #Corruption &amp; #Bribery to the Government o… https://t.co/YpCsRv6faP,Assam,39,0,0,0
chowkidarNarendraModi,Sun Apr 07 06:33:53 +0000 2019,#ChowkidarNarendraModi #MainBhiChowkidar #ChowkidarPhirSe #ChowkidarHiChorHai #ChowkidarDebate #ChowkidarChorHai… https://t.co/40nOtqGRbz,Assam,1785,0,0,0
bjp,Fri Apr 05 11:33:17 +0000 2019,"Even if #Modi/#BJP r hardline islamist i.e. opposite to their image of hardline hinduttva,may be due to their bonho… https://t.co/Oqjdo6H3zo",Assam,81,0,0,0
hindu,Thu Apr 04 10:55:16 +0000 2019,"@ShashiTharoor Sorry, didn't mention my releegion. I am a non practicing #Hindu",Assam,139,1,0,0
hindu,Thu Apr 04 07:19:45 +0000 2019,"To defeat justice, such perpetrators make #Religion a factor,claiming that the converts r not allowed on religious… https://t.co/zPU3brdZvz",Assam,10,0,0,1
ModiHaiToMumkinHai,Mon Apr 08 11:31:03 +0000 2019,"भारत प्रत्यर्पण के खिलाफ माल्या अर्जी कोर्ट ने खारिज की, जल्द लाया जा सकता है माल्या|
#ModiHaiToMumkinHai
#VijayMallya",Assam,11099,6,0,0
chowkidarNarendraModi,Fri Apr 05 03:31:44 +0000 2019,"- - - - - - - MODI QUOTES - - - - - - - 
Indian prime minister's quotes 
https://t.co/lqwssFMmPP 
@narendramodi… https://t.co/6RIJiSlJvk",Assam,1015,4,0,0
bjp,Thu Apr 04 11:49:25 +0000 2019,@RealHistoriPix @vivekoberoi @GautamGambhir @sardesairajdeep @ShekharGupta This film will be turning point of… https://t.co/cmVJ6qPYdd,Assam,29,4,0,0
bjp,Sun Apr 07 11:37:04 +0000 2019,"“Not a single vote should be divided, both #BJP and #Congress are same”: #AkhileshYadav 

#LokSabhaElections2019 

https://t.co/kTXkkKxn2V",Assam,1873,0,0,0
bjp,Wed Apr 10 11:53:49 +0000 2019,"@AlpeshThakor_ - What is the offer - How much you are getting from #BJP

#AlpeshThakor another @NitishKumar , His c… https://t.co/WFWhWQSRZz",Assam,708,0,0,0
hindu,Tue Apr 02 07:32:22 +0000 2019,@Sanjeev_Thakur_ Election aa rahe hai chalo #Hindu ko badnaam kare,Assam,1041,0,0,0
modi,Thu Apr 04 11:46:36 +0000 2019,"@rose_k01 This film will be turning point of @vivekoberoi's acting &amp; personal career forsure.
He is taking on… https://t.co/8fT4enAbFi",Assam,29,0,0,0
modi,Fri Apr 05 11:31:13 +0000 2019,#PRAKASH #AMBEDKAR #CALLS #PM #MODI A '#BLACKMAILER' https://t.co/lCSJrNN0Si,Assam,5595,0,0,0
modi,Sat Apr 06 11:38:37 +0000 2019,"ममता बनर्जी के बौखलाने की सबसे बड़ी वजह है बंगाल के #सिलीगुड़ी में पीएम मोदी की यह रैली! 

इस रैली को दुनियां के कि… https://t.co/keT0f3fKxx",Assam,2407,63,29,2
modi,Sun Apr 07 11:30:01 +0000 2019,"Bet you didn't know this! 😎

Watch the episodes of #Modi on #ErosNow - https://t.co/TgGxl8UvfZ 

#ErosNowOriginal |… https://t.co/mgrLNw325B",Assam,826041,23,7,2
modi,Mon Apr 08 11:12:51 +0000 2019,"#NARENDRA #MODI A #SEASONAL #BIRD, #AFRAID OF #ME, SAYS #MAMATA #BANERJEE https://t.co/qzwmQ63tSG",Assam,5595,1,0,0
ModiLaoDeshBanao,Tue Apr 09 11:42:17 +0000 2019,"@sardesairajdeep @narendramodi U r such a hilarious journalist !!! Seriously,n ur journalism too is at its peak of… https://t.co/LQV4ANlAWx",Assam,4,0,0,0
ModiLaoDeshBanao,Wed Apr 10 10:52:19 +0000 2019,RSS leader and his personal security officer (PSO) were killed by militants at a govt. hospital in Jammu &amp; Kashmir’… https://t.co/RxcJ5A6adl,Assam,8653,0,0,1
NarendraModi,Tue Apr 02 10:30:49 +0000 2019,"Even If I care less about Hindu-Muslim politics, this government was not even business friendly. They have destroye… https://t.co/9B62HA4hCA",Assam,180,0,0,0
NarendraModi,Wed Apr 03 11:07:08 +0000 2019,"Congress plans on #AFSPA to put armed forces at risk: PM #NarendraModi 

#LokSabhaElections2019 

https://t.co/MTUjxIz2DE",Assam,1871,1,0,0
